observation_date,DSERRG3Q086SBEA_20130228,DSERRG3Q086SBEA_20130328,DSERRG3Q086SBEA_20130426,DSERRG3Q086SBEA_20130530,DSERRG3Q086SBEA_20130626,DSERRG3Q086SBEA_20130731,DSERRG3Q086SBEA_20140110,DSERRG3Q086SBEA_20140130,DSERRG3Q086SBEA_20140228,DSERRG3Q086SBEA_20140327,DSERRG3Q086SBEA_20140430,DSERRG3Q086SBEA_20140529,DSERRG3Q086SBEA_20140625,DSERRG3Q086SBEA_20140730,DSERRG3Q086SBEA_20140828,DSERRG3Q086SBEA_20140926,DSERRG3Q086SBEA_20141030,DSERRG3Q086SBEA_20141125,DSERRG3Q086SBEA_20141223,DSERRG3Q086SBEA_20150130,DSERRG3Q086SBEA_20150227,DSERRG3Q086SBEA_20150327,DSERRG3Q086SBEA_20150429,DSERRG3Q086SBEA_20150529,DSERRG3Q086SBEA_20150624,DSERRG3Q086SBEA_20150730,DSERRG3Q086SBEA_20150827,DSERRG3Q086SBEA_20150925,DSERRG3Q086SBEA_20151029,DSERRG3Q086SBEA_20151124,DSERRG3Q086SBEA_20151222,DSERRG3Q086SBEA_20160129,DSERRG3Q086SBEA_20160226,DSERRG3Q086SBEA_20160325,DSERRG3Q086SBEA_20160428,DSERRG3Q086SBEA_20160527,DSERRG3Q086SBEA_20160628,DSERRG3Q086SBEA_20160729,DSERRG3Q086SBEA_20160826,DSERRG3Q086SBEA_20160929,DSERRG3Q086SBEA_20161028,DSERRG3Q086SBEA_20161129,DSERRG3Q086SBEA_20161222,DSERRG3Q086SBEA_20170127,DSERRG3Q086SBEA_20170228,DSERRG3Q086SBEA_20170330,DSERRG3Q086SBEA_20170428,DSERRG3Q086SBEA_20170526,DSERRG3Q086SBEA_20170629,DSERRG3Q086SBEA_20170728,DSERRG3Q086SBEA_20170830,DSERRG3Q086SBEA_20170928,DSERRG3Q086SBEA_20171027,DSERRG3Q086SBEA_20171129,DSERRG3Q086SBEA_20171221,DSERRG3Q086SBEA_20180126,DSERRG3Q086SBEA_20180228,DSERRG3Q086SBEA_20180328,DSERRG3Q086SBEA_20180427,DSERRG3Q086SBEA_20180530,DSERRG3Q086SBEA_20180628,DSERRG3Q086SBEA_20180727,DSERRG3Q086SBEA_20180829,DSERRG3Q086SBEA_20180927,DSERRG3Q086SBEA_20181026,DSERRG3Q086SBEA_20181128,DSERRG3Q086SBEA_20181221,DSERRG3Q086SBEA_20190228,DSERRG3Q086SBEA_20190328,DSERRG3Q086SBEA_20190426,DSERRG3Q086SBEA_20190530,DSERRG3Q086SBEA_20190627,DSERRG3Q086SBEA_20190726,DSERRG3Q086SBEA_20190829,DSERRG3Q086SBEA_20190926,DSERRG3Q086SBEA_20191030,DSERRG3Q086SBEA_20191127,DSERRG3Q086SBEA_20191220,DSERRG3Q086SBEA_20200130,DSERRG3Q086SBEA_20200227,DSERRG3Q086SBEA_20200326
1960-01-01,13.462,13.462,13.462,13.462,13.462,12.517,12.517,12.517,12.517,12.517,12.517,12.517,12.517,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725,11.725
1960-04-01,13.536,13.536,13.536,13.536,13.536,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,12.586,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789,11.789
1960-07-01,13.626,13.626,13.626,13.626,13.626,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865,11.865
1960-10-01,13.697,13.697,13.697,13.697,13.697,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926,11.926
1961-01-01,13.732,13.732,13.732,13.732,13.732,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,12.769,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957,11.957
1961-04-01,13.793,13.793,13.793,13.793,13.793,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.825,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009,12.009
1961-07-01,13.859,13.859,13.859,13.859,13.859,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.887,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066,12.066
1961-10-01,13.918,13.918,13.918,13.918,13.918,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116,12.116
1962-01-01,14.001,14.001,14.001,14.001,14.001,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187,12.187
1962-04-01,14.069,14.069,14.069,14.069,14.069,13.082,13.082,13.082,13.082,13.082,13.082,13.082,13.082,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,13.083,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246,12.246
1962-07-01,14.121,14.121,14.121,14.121,14.121,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294,12.294
1962-10-01,14.166,14.166,14.166,14.166,14.166,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,13.172,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335,12.335
1963-01-01,14.232,14.232,14.232,14.232,14.232,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,13.234,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394,12.394
1963-04-01,14.273,14.273,14.273,14.273,14.273,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,13.272,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433,12.433
1963-07-01,14.32,14.32,14.32,14.32,14.32,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,13.316,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476,12.476
1963-10-01,14.395,14.395,14.395,14.395,14.395,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,13.385,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54
1964-01-01,14.465,14.465,14.465,14.465,14.465,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599
1964-04-01,14.538,14.538,14.538,14.538,14.538,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,13.518,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661,12.661
1964-07-01,14.611,14.611,14.611,14.611,14.611,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,13.586,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721,12.721
1964-10-01,14.676,14.676,14.676,14.676,14.676,13.646,13.646,13.646,13.646,13.646,13.646,13.646,13.646,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,13.647,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776,12.776
1965-01-01,14.738,14.738,14.738,14.738,14.738,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,13.704,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831,12.831
1965-04-01,14.8,14.8,14.8,14.8,14.8,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,13.762,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886,12.886
1965-07-01,14.875,14.875,14.875,14.875,14.875,13.831,13.831,13.831,13.831,13.831,13.831,13.831,13.831,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,13.832,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952,12.952
1965-10-01,14.969,14.969,14.969,14.969,14.969,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.919,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034,13.034
1966-01-01,15.064,15.064,15.064,15.064,15.064,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,14.007,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115,13.115
1966-04-01,15.203,15.203,15.203,15.203,15.203,14.136,14.136,14.136,14.136,14.136,14.136,14.136,14.136,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,14.137,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235,13.235
1966-07-01,15.343,15.343,15.343,15.343,15.343,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,14.267,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355,13.355
1966-10-01,15.495,15.495,15.495,15.495,15.495,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,14.408,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486,13.486
1967-01-01,15.601,15.601,15.601,15.601,15.601,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,14.507,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578,13.578
1967-04-01,15.714,15.714,15.714,15.714,15.714,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,14.612,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677,13.677
1967-07-01,15.836,15.836,15.836,15.836,15.836,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,14.725,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784,13.784
1967-10-01,15.986,15.986,15.986,15.986,15.986,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,14.865,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916,13.916
1968-01-01,16.177,16.177,16.177,16.177,16.177,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,15.042,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085,14.085
1968-04-01,16.37,16.37,16.37,16.37,16.37,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,15.222,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254,14.254
1968-07-01,16.559,16.559,16.559,16.559,16.559,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,15.398,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419
1968-10-01,16.761,16.761,16.761,16.761,16.761,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,15.585,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594,14.594
1969-01-01,16.976,16.976,16.976,16.976,16.976,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,15.785,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776,14.776
