observation_date,COMPRNFB_19970311,COMPRNFB_19970507,COMPRNFB_19970618,COMPRNFB_19970812,COMPRNFB_19970909,COMPRNFB_19971113,COMPRNFB_19980210,COMPRNFB_19980310,COMPRNFB_19980507,COMPRNFB_19980604,COMPRNFB_19980811,COMPRNFB_19980903,COMPRNFB_19981110,COMPRNFB_19981203,COMPRNFB_19990209,COMPRNFB_19990309,COMPRNFB_19990511,COMPRNFB_19990805,COMPRNFB_19990902,COMPRNFB_19991112,COMPRNFB_20000208,COMPRNFB_20000307,COMPRNFB_20000504,COMPRNFB_20000808,COMPRNFB_20000906,COMPRNFB_20001102,COMPRNFB_20001206,COMPRNFB_20010207,COMPRNFB_20010306,COMPRNFB_20010508,COMPRNFB_20010807,COMPRNFB_20010905,COMPRNFB_20011107,COMPRNFB_20011206,COMPRNFB_20020206,COMPRNFB_20020307,COMPRNFB_20020507,COMPRNFB_20020531,COMPRNFB_20020809,COMPRNFB_20021107,COMPRNFB_20030206,COMPRNFB_20030306,COMPRNFB_20030501,COMPRNFB_20030807,COMPRNFB_20030904,COMPRNFB_20031106,COMPRNFB_20040205,COMPRNFB_20040304,COMPRNFB_20040506,COMPRNFB_20040603,COMPRNFB_20040810,COMPRNFB_20040902,COMPRNFB_20041013,COMPRNFB_20041104,COMPRNFB_20041207,COMPRNFB_20050203,COMPRNFB_20050303,COMPRNFB_20050505,COMPRNFB_20050602,COMPRNFB_20050809,COMPRNFB_20050907,COMPRNFB_20051103,COMPRNFB_20051206,COMPRNFB_20060202,COMPRNFB_20060307,COMPRNFB_20060504,COMPRNFB_20060601,COMPRNFB_20060808,COMPRNFB_20060906,COMPRNFB_20061102,COMPRNFB_20061205,COMPRNFB_20070207,COMPRNFB_20070306,COMPRNFB_20070503,COMPRNFB_20070606,COMPRNFB_20070807,COMPRNFB_20070906,COMPRNFB_20071107,COMPRNFB_20071205,COMPRNFB_20080206,COMPRNFB_20080305,COMPRNFB_20080507,COMPRNFB_20080604,COMPRNFB_20080808,COMPRNFB_20080904,COMPRNFB_20081106,COMPRNFB_20081203,COMPRNFB_20090205,COMPRNFB_20090305,COMPRNFB_20090507,COMPRNFB_20090604,COMPRNFB_20090811,COMPRNFB_20090902,COMPRNFB_20091105,COMPRNFB_20091203,COMPRNFB_20100204,COMPRNFB_20100304,COMPRNFB_20100506,COMPRNFB_20100603,COMPRNFB_20100810,COMPRNFB_20100902,COMPRNFB_20101104,COMPRNFB_20101201,COMPRNFB_20110203,COMPRNFB_20110303,COMPRNFB_20110505,COMPRNFB_20110602,COMPRNFB_20110809,COMPRNFB_20110901,COMPRNFB_20111103,COMPRNFB_20111130,COMPRNFB_20120202,COMPRNFB_20120307,COMPRNFB_20120503,COMPRNFB_20120606,COMPRNFB_20120808,COMPRNFB_20120905,COMPRNFB_20121101,COMPRNFB_20121205,COMPRNFB_20130207,COMPRNFB_20130307,COMPRNFB_20130502,COMPRNFB_20130605,COMPRNFB_20130816,COMPRNFB_20130905,COMPRNFB_20131114,COMPRNFB_20131216,COMPRNFB_20140206,COMPRNFB_20140306,COMPRNFB_20140507,COMPRNFB_20140604,COMPRNFB_20140808,COMPRNFB_20140904,COMPRNFB_20141106,COMPRNFB_20141203,COMPRNFB_20150205,COMPRNFB_20150305,COMPRNFB_20150506,COMPRNFB_20150604,COMPRNFB_20150811,COMPRNFB_20150902,COMPRNFB_20151105,COMPRNFB_20151202,COMPRNFB_20160204,COMPRNFB_20160303,COMPRNFB_20160504,COMPRNFB_20160607,COMPRNFB_20160809,COMPRNFB_20160901,COMPRNFB_20161103,COMPRNFB_20161206,COMPRNFB_20170202,COMPRNFB_20170308,COMPRNFB_20170504,COMPRNFB_20170605,COMPRNFB_20170809,COMPRNFB_20170907,COMPRNFB_20171102,COMPRNFB_20171206,COMPRNFB_20180201,COMPRNFB_20180307,COMPRNFB_20180503,COMPRNFB_20180606,COMPRNFB_20180815,COMPRNFB_20180906,COMPRNFB_20181101,COMPRNFB_20181206,COMPRNFB_20190206,COMPRNFB_20190307,COMPRNFB_20190502,COMPRNFB_20190606,COMPRNFB_20190815,COMPRNFB_20190905,COMPRNFB_20191106,COMPRNFB_20191210,COMPRNFB_20200206,COMPRNFB_20200305,COMPRNFB_20200507,COMPRNFB_20200604
1998-10-01,,,,,,,,,,,,,,,103.1,103.2,103.3,103.2,103.2,105.9,105.9,105.9,106.1,104.9,104.9,104.9,104.9,105.1,105.1,105.1,105.3,105.3,105.3,105.3,105.3,105.3,105.6,105.6,105.5,105.5,105.5,105.5,105.6,105.6,105.6,105.6,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.905,105.905,105.806,105.806,105.806,105.851,105.851,105.851,105.851,105.851,105.851,105.865,105.865,105.865,105.865,105.865,105.865,105.865,105.874,105.874,105.874,105.874,105.874,105.874,105.874,105.874,105.874,105.874,105.874,105.82,105.82,105.82,105.82,105.82,105.82,105.82,105.82,88.732,88.732,88.732,88.732,88.732,88.732,88.732,88.732,88.737,88.737,88.737,88.737,88.737,88.737,88.737,88.737,88.737,88.737,88.737,88.737,88.737,88.658,88.658,88.658,87.544,87.544,87.544,87.544,87.544,87.628,87.628,87.628,87.628,87.628,87.628,87.628,87.628,87.627,87.707,87.707,87.707,87.707,87.707,87.707,87.707,87.735,87.735,87.735,87.816,87.816,87.816,87.816,87.816,87.81,87.834,87.834,87.834,87.834,87.834,87.834,87.834,87.857,87.857,87.857,88.055,88.055,88.055,88.055,88.055,88.05,88.05,88.05,87.953,87.953,87.953,87.953,87.953,87.951,87.951,87.951
1999-01-01,,,,,,,,,,,,,,,,,104.0,104.0,104.0,106.6,106.6,106.6,106.7,105.7,105.7,105.7,105.7,105.6,105.6,105.6,105.9,105.9,105.9,105.8,105.8,105.8,106.1,106.1,106.9,106.9,106.9,106.9,107.0,107.1,107.1,107.1,107.3,107.3,107.3,107.3,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.5,107.5,107.5,107.5,107.457,107.457,107.346,107.346,107.346,107.43,107.43,107.43,107.43,107.43,107.43,107.462,107.462,107.462,107.462,107.462,107.462,107.462,107.433,107.433,107.433,107.433,107.433,107.433,107.433,107.433,107.433,107.433,107.433,107.229,107.229,107.229,107.229,107.229,107.229,107.229,107.229,89.914,89.914,89.914,89.914,89.914,89.914,89.914,89.914,89.919,89.919,89.919,89.919,89.919,89.919,89.919,89.919,89.919,89.919,89.919,89.919,89.919,89.852,89.852,89.852,88.629,88.629,88.629,88.629,88.629,88.712,88.712,88.712,88.713,88.713,88.713,88.713,88.713,88.711,88.78,88.78,88.78,88.78,88.78,88.78,88.78,88.805,88.805,88.805,88.872,88.872,88.872,88.872,88.872,89.068,89.129,89.129,89.129,89.129,89.129,89.129,89.129,89.129,89.129,89.129,89.297,89.297,89.297,89.297,89.297,89.302,89.302,89.302,89.204,89.204,89.204,89.204,89.204,89.205,89.205,89.205
1999-04-01,,,,,,,,,,,,,,,,,,104.4,104.3,106.9,106.9,106.9,107.1,106.1,106.1,106.1,106.1,106.0,106.0,106.1,106.2,106.2,106.2,106.1,106.1,106.1,106.5,106.5,106.3,106.3,106.3,106.3,106.4,106.4,106.4,106.4,106.8,106.8,106.8,106.8,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,106.997,106.997,106.938,106.938,106.938,107.027,107.027,107.027,107.027,107.027,107.027,107.051,107.051,107.051,107.051,107.051,107.051,107.051,107.082,107.082,107.082,107.082,107.082,107.082,107.082,107.082,107.082,107.082,107.082,106.685,106.685,106.685,106.685,106.685,106.685,106.685,106.685,89.458,89.458,89.458,89.458,89.458,89.458,89.458,89.458,89.463,89.463,89.463,89.463,89.463,89.463,89.463,89.463,89.463,89.463,89.463,89.463,89.463,89.389,89.389,89.389,88.196,88.196,88.196,88.196,88.196,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.274,88.355,88.355,88.355,88.355,88.355,88.355,88.355,88.386,88.386,88.386,88.443,88.443,88.443,88.443,88.443,88.759,88.783,88.783,88.783,88.783,88.783,88.783,88.783,88.797,88.797,88.797,88.977,88.977,88.977,88.977,88.977,88.979,88.979,88.979,88.881,88.881,88.881,88.881,88.881,88.899,88.899,88.899
1999-07-01,,,,,,,,,,,,,,,,,,,,107.5,107.5,107.5,107.7,106.8,106.8,106.8,106.8,106.6,106.6,106.6,106.8,106.8,106.8,106.8,106.8,106.8,107.1,107.1,106.6,106.6,106.6,106.6,106.6,106.5,106.5,106.5,107.0,107.0,107.0,107.0,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.109,107.109,107.003,107.003,107.003,107.13,107.13,107.13,107.13,107.13,107.13,107.131,107.131,107.131,107.131,107.131,107.131,107.131,107.175,107.175,107.175,107.175,107.175,107.175,107.175,107.175,107.175,107.175,107.175,106.751,106.751,106.751,106.751,106.751,106.751,106.751,106.751,89.513,89.513,89.513,89.513,89.513,89.513,89.513,89.513,89.518,89.518,89.518,89.518,89.518,89.518,89.518,89.518,89.518,89.518,89.518,89.518,89.518,89.459,89.459,89.459,88.252,88.252,88.252,88.252,88.252,88.329,88.329,88.329,88.329,88.329,88.329,88.329,88.329,88.329,88.421,88.421,88.421,88.421,88.421,88.421,88.421,88.45,88.45,88.45,88.507,88.507,88.507,88.507,88.507,88.86,88.895,88.895,88.895,88.895,88.895,88.895,88.895,88.899,88.899,88.899,89.09,89.09,89.09,89.09,89.09,89.107,89.107,89.107,89.009,89.009,89.009,89.009,89.009,89.008,89.008,89.008
1999-10-01,,,,,,,,,,,,,,,,,,,,,107.8,107.7,107.9,107.2,107.2,107.2,107.2,107.0,107.0,106.9,107.0,107.0,107.0,107.1,107.1,107.1,107.5,107.5,107.2,107.2,107.2,107.2,107.3,107.2,107.2,107.2,108.2,108.2,108.2,108.2,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.399,108.399,108.399,108.544,108.544,108.544,108.544,108.544,108.544,108.552,108.552,108.552,108.552,108.552,108.552,108.552,108.561,108.561,108.561,108.561,108.561,108.561,108.561,108.561,108.561,108.561,108.561,108.217,108.217,108.217,108.217,108.217,108.217,108.217,108.217,90.742,90.742,90.742,90.742,90.742,90.742,90.742,90.742,90.748,90.748,90.748,90.748,90.748,90.748,90.748,90.748,90.748,90.748,90.748,90.748,90.748,90.666,90.666,90.666,89.438,89.438,89.438,89.438,89.438,89.517,89.517,89.517,89.517,89.517,89.517,89.517,89.517,89.517,89.586,89.586,89.586,89.586,89.586,89.586,89.586,89.608,89.608,89.608,89.685,89.685,89.685,89.685,89.685,89.976,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.009,90.009,90.009,90.21,90.21,90.21,90.21,90.21,90.199,90.199,90.199,90.099,90.099,90.099,90.099,90.099,90.1,90.1,90.1
2000-01-01,,,,,,,,,,,,,,,,,,,,,,,108.0,107.2,107.2,107.1,107.1,107.0,107.0,106.9,107.6,107.6,107.6,107.9,107.9,107.9,108.2,108.2,110.0,110.0,110.0,110.0,110.1,110.1,110.1,110.1,110.9,110.9,110.9,110.9,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.187,111.187,111.146,111.146,111.146,111.321,111.321,111.321,111.321,111.321,111.321,111.338,111.338,111.338,111.338,111.338,111.338,111.338,111.33,111.345,111.345,111.345,111.345,111.345,111.345,111.345,111.345,111.345,111.345,111.172,111.172,111.172,111.172,111.172,111.172,111.172,111.172,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.225,93.225,93.225,93.225,93.225,93.225,93.225,93.225,93.225,93.225,93.225,93.225,93.225,93.155,93.155,93.155,91.907,91.907,91.907,91.907,91.907,91.996,91.996,91.996,91.996,91.996,91.996,91.996,91.996,91.996,92.017,92.017,92.017,92.017,92.017,92.017,92.017,92.04,92.04,92.04,92.107,92.107,92.107,92.107,92.107,92.274,92.299,92.299,92.299,92.299,92.299,92.299,92.299,92.307,92.307,92.307,92.497,92.497,92.497,92.497,92.497,92.465,92.465,92.465,92.363,92.363,92.363,92.363,92.363,92.362,92.362,92.362
2000-04-01,,,,,,,,,,,,,,,,,,,,,,,,107.6,107.7,107.7,107.7,107.6,107.8,107.7,108.8,108.8,108.8,109.2,109.2,109.2,109.5,109.5,109.8,109.8,109.8,109.8,109.8,109.7,109.7,109.7,110.3,110.3,110.3,110.3,110.6,110.6,110.6,110.6,110.6,110.6,110.7,110.7,110.6,110.6,110.6,110.6,110.618,110.618,110.576,110.576,110.576,110.764,110.764,110.764,110.764,110.764,110.764,110.788,110.788,110.788,110.788,110.788,110.788,110.788,110.802,110.783,110.783,110.783,110.783,110.783,110.783,110.783,110.783,110.783,110.783,110.674,110.674,110.674,110.674,110.674,110.674,110.674,110.674,92.802,92.802,92.802,92.802,92.802,92.802,92.802,92.802,92.808,92.808,92.808,92.808,92.808,92.808,92.808,92.808,92.808,92.808,92.808,92.808,92.808,92.685,92.685,92.685,91.498,91.498,91.498,91.498,91.498,91.582,91.582,91.582,91.582,91.582,91.582,91.582,91.582,91.583,91.604,91.604,91.604,91.604,91.604,91.604,91.604,91.631,91.631,91.631,91.698,91.698,91.698,91.698,91.698,91.761,91.786,91.786,91.786,91.786,91.786,91.786,91.786,91.791,91.791,91.791,91.983,91.983,91.983,91.983,91.983,91.977,91.977,91.977,91.876,91.876,91.876,91.876,91.876,91.88,91.88,91.88
2000-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,108.6,108.5,108.4,108.5,108.4,109.7,109.7,109.7,110.2,110.2,110.2,110.5,110.5,111.1,111.1,111.1,111.1,111.1,111.0,111.0,111.0,111.7,111.7,111.7,111.7,111.8,111.8,111.8,111.8,111.8,111.8,111.8,111.8,111.7,111.7,111.7,111.7,111.736,111.736,111.698,111.698,111.698,111.903,111.903,111.903,111.903,111.903,111.903,111.922,111.922,111.922,111.922,111.922,111.922,111.922,111.947,111.938,111.938,111.938,111.938,111.938,111.938,111.938,111.938,111.938,111.938,111.952,111.952,111.952,111.952,111.952,111.952,111.952,111.952,93.874,93.874,93.874,93.874,93.874,93.874,93.874,93.874,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.761,93.761,93.761,92.485,92.485,92.485,92.485,92.485,92.571,92.571,92.571,92.572,92.572,92.572,92.572,92.572,92.571,92.593,92.593,92.593,92.593,92.593,92.593,92.593,92.618,92.618,92.618,92.685,92.685,92.685,92.685,92.685,92.694,92.719,92.719,92.719,92.719,92.719,92.719,92.719,92.716,92.716,92.716,92.909,92.909,92.909,92.909,92.909,92.906,92.906,92.906,92.803,92.803,92.803,92.803,92.803,92.811,92.811,92.811
2000-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4,109.4,109.3,111.3,111.3,111.3,111.8,111.8,111.8,112.1,112.1,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.4,111.4,111.4,111.4,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.575,111.575,111.529,111.529,111.529,111.763,111.763,111.763,111.763,111.763,111.763,111.803,111.803,111.803,111.803,111.803,111.803,111.803,111.806,111.8,111.8,111.8,111.8,111.8,111.8,111.8,111.8,111.8,111.8,111.838,111.838,111.838,111.838,111.838,111.838,111.838,111.838,93.778,93.778,93.778,93.778,93.778,93.778,93.778,93.778,93.784,93.784,93.784,93.784,93.784,93.784,93.784,93.784,93.784,93.784,93.784,93.784,93.784,93.704,93.704,93.704,92.363,92.363,92.363,92.363,92.363,92.444,92.444,92.444,92.445,92.445,92.445,92.445,92.445,92.444,92.467,92.467,92.467,92.467,92.467,92.467,92.467,92.494,92.494,92.494,92.561,92.561,92.561,92.561,92.561,92.565,92.601,92.601,92.601,92.601,92.601,92.601,92.601,92.606,92.606,92.606,92.794,92.794,92.794,92.794,92.794,92.787,92.787,92.787,92.685,92.685,92.685,92.685,92.685,92.696,92.696,92.696
2001-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6,111.5,111.5,111.5,112.0,112.0,112.1,112.4,112.4,110.9,110.9,110.9,110.9,110.9,111.3,111.3,111.3,111.9,111.9,111.9,111.9,112.5,112.5,112.5,112.5,112.5,112.5,112.4,112.4,112.3,112.3,112.3,112.3,112.35,112.35,112.289,112.289,112.289,112.532,112.532,112.532,112.532,112.532,112.532,112.552,112.552,112.552,112.552,112.552,112.552,112.552,112.556,112.565,112.565,112.565,112.565,112.565,112.565,112.565,112.565,112.565,112.565,113.305,113.305,113.305,113.305,113.305,113.305,113.305,113.305,95.009,95.009,95.009,95.009,95.009,95.009,95.009,95.009,95.014,95.014,95.014,95.014,95.014,95.014,95.014,95.014,95.014,95.014,95.014,95.014,95.014,94.997,94.997,94.997,93.715,93.715,93.715,93.715,93.715,93.797,93.797,93.797,93.797,93.797,93.797,93.797,93.797,93.794,93.817,93.817,93.817,93.817,93.817,93.817,93.817,93.844,93.844,93.844,93.912,93.912,93.912,93.912,93.912,93.796,93.832,93.832,93.832,93.832,93.832,93.832,93.832,93.842,93.842,93.842,94.02,94.02,94.02,94.02,94.02,93.995,93.995,93.995,93.891,93.891,93.891,93.891,93.891,93.881,93.881,93.881
2001-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9,112.0,112.0,112.4,112.4,112.5,112.8,112.8,110.1,110.1,110.1,110.1,110.1,111.0,111.0,111.0,111.7,111.7,111.7,111.7,112.2,112.2,112.2,112.2,112.2,112.2,112.3,112.2,112.2,112.2,112.2,112.2,112.175,112.175,112.06,112.147,112.147,112.414,112.414,112.414,112.414,112.414,112.414,112.44,112.44,112.441,112.441,112.441,112.441,112.441,112.464,112.442,112.442,112.442,112.442,112.442,112.442,112.442,112.442,112.442,112.442,112.864,112.864,112.864,112.864,112.864,112.864,112.864,112.864,94.639,94.639,94.639,94.639,94.639,94.639,94.639,94.639,94.644,94.644,94.644,94.644,94.644,94.644,94.644,94.644,94.644,94.644,94.644,94.644,94.644,94.624,94.624,94.624,93.299,93.299,93.299,93.299,93.299,93.381,93.381,93.381,93.381,93.381,93.381,93.381,93.381,93.382,93.405,93.405,93.405,93.405,93.405,93.405,93.405,93.434,93.434,93.434,93.503,93.503,93.503,93.503,93.503,93.432,93.432,93.432,93.432,93.432,93.432,93.432,93.432,93.439,93.439,93.439,93.667,93.667,93.667,93.667,93.667,93.67,93.67,93.67,93.566,93.566,93.566,93.566,93.566,93.572,93.572,93.572
2001-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,113.3,113.2,113.3,113.7,113.7,110.2,110.2,110.2,110.2,110.1,111.4,111.4,111.4,112.3,112.3,112.3,112.3,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.456,112.456,112.414,112.428,112.428,112.707,112.707,112.707,112.707,112.707,112.707,112.722,112.722,112.722,112.722,112.722,112.722,112.722,112.741,112.737,112.737,112.737,112.737,112.737,112.737,112.737,112.737,112.737,112.737,112.929,112.929,112.929,112.929,112.929,112.929,112.929,112.929,94.693,94.693,94.693,94.693,94.693,94.693,94.693,94.693,94.698,94.698,94.698,94.698,94.698,94.698,94.698,94.698,94.698,94.698,94.698,94.698,94.698,94.616,94.616,94.616,93.145,93.145,93.145,93.145,93.145,93.227,93.227,93.227,93.227,93.227,93.227,93.227,93.227,93.227,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.271,93.271,93.271,93.339,93.339,93.339,93.339,93.339,93.261,93.273,93.273,93.273,93.273,93.273,93.273,93.273,93.275,93.275,93.275,93.533,93.533,93.533,93.533,93.533,93.548,93.548,93.548,93.445,93.445,93.445,93.445,93.445,93.449,93.449,93.449
2001-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,114.0,114.4,114.4,110.7,110.7,110.7,110.7,110.7,112.1,112.1,112.1,113.5,113.5,113.6,113.6,113.5,113.5,113.5,113.5,113.5,113.5,113.5,113.5,113.5,113.5,113.5,113.5,113.5,113.5,113.444,113.4,113.4,113.719,113.719,113.719,113.719,113.719,113.719,113.762,113.762,113.762,113.762,113.762,113.762,113.762,113.7,113.691,113.691,113.691,113.691,113.691,113.691,113.691,113.691,113.691,113.691,114.178,114.178,114.178,114.178,114.178,114.178,114.178,114.178,95.741,95.741,95.741,95.741,95.741,95.741,95.741,95.741,95.746,95.746,95.746,95.746,95.746,95.746,95.746,95.746,95.746,95.746,95.746,95.746,95.746,95.664,95.664,95.664,94.067,94.067,94.067,94.067,94.067,94.143,94.143,94.143,94.143,94.143,94.143,94.143,94.143,94.146,94.169,94.169,94.169,94.169,94.169,94.169,94.169,94.191,94.191,94.191,94.26,94.26,94.26,94.26,94.26,94.214,94.214,94.214,94.214,94.214,94.214,94.214,94.214,94.216,94.216,94.216,94.503,94.503,94.503,94.503,94.503,94.505,94.505,94.505,94.401,94.401,94.401,94.401,94.401,94.407,94.407,94.407
2002-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.7,114.8,111.3,111.1,111.1,111.1,111.1,112.8,112.8,112.8,113.4,113.5,113.5,113.5,114.7,114.7,114.7,114.7,114.7,114.7,114.7,114.6,114.6,114.8,114.8,114.8,114.768,114.768,114.73,114.701,114.701,115.058,115.058,115.058,115.058,115.058,115.038,115.069,115.069,115.068,115.068,115.068,115.068,115.068,115.07,115.079,115.079,115.079,115.079,115.079,115.079,115.079,115.079,115.079,115.079,114.955,114.955,114.955,114.955,114.955,114.955,114.955,114.955,96.392,96.392,96.392,96.392,96.392,96.392,96.392,96.392,96.403,96.403,96.403,96.403,96.403,96.403,96.403,96.403,96.403,96.403,96.403,96.403,96.403,96.358,96.358,96.358,94.23,94.23,94.23,94.23,94.23,94.306,94.306,94.306,94.306,94.306,94.306,94.306,94.306,94.305,94.329,94.329,94.329,94.329,94.329,94.329,94.329,94.352,94.352,94.352,94.421,94.421,94.421,94.421,94.421,94.36,94.385,94.385,94.385,94.385,94.385,94.385,94.385,94.4,94.4,94.4,94.64,94.64,94.64,94.64,94.64,94.622,94.622,94.622,94.518,94.518,94.518,94.518,94.518,94.522,94.522,94.522
2002-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.3,111.2,111.2,111.2,111.3,112.9,112.9,112.9,113.1,113.2,113.2,113.2,114.7,114.7,114.7,114.7,114.7,114.7,114.7,114.7,114.7,115.0,115.0,115.0,115.024,115.024,115.049,115.093,115.093,115.463,115.463,115.463,115.463,115.463,115.424,115.405,115.405,115.404,115.404,115.404,115.404,115.404,115.406,115.38,115.38,115.38,115.38,115.38,115.38,115.38,115.38,115.38,115.38,115.142,115.142,115.142,115.142,115.142,115.142,115.142,115.142,96.549,96.549,96.549,96.549,96.549,96.549,96.549,96.549,96.559,96.559,96.559,96.559,96.559,96.559,96.559,96.559,96.559,96.559,96.559,96.559,96.559,96.434,96.434,96.434,94.319,94.319,94.319,94.319,94.319,94.393,94.393,94.393,94.393,94.393,94.393,94.393,94.393,94.391,94.415,94.415,94.415,94.415,94.415,94.415,94.415,94.434,94.434,94.434,94.503,94.503,94.503,94.503,94.503,94.443,94.467,94.467,94.467,94.467,94.467,94.467,94.467,94.465,94.465,94.465,94.702,94.702,94.702,94.702,94.702,94.691,94.691,94.691,94.587,94.587,94.587,94.587,94.587,94.596,94.596,94.596
2002-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,112.2,112.1,111.2,112.8,112.8,112.8,112.9,112.9,112.9,112.9,114.4,114.4,114.4,114.4,114.4,114.4,114.4,114.5,114.4,114.9,114.9,114.9,114.939,114.939,114.928,114.928,114.928,115.335,115.335,115.335,115.335,115.335,115.318,115.333,115.333,115.333,115.333,115.333,115.333,115.333,115.362,115.357,115.357,115.357,115.357,115.357,115.357,115.357,115.357,115.357,115.357,115.156,115.156,115.156,115.156,115.156,115.156,115.156,115.156,96.561,96.561,96.561,96.561,96.561,96.561,96.561,96.561,96.566,96.566,96.566,96.566,96.566,96.566,96.566,96.566,96.566,96.566,96.566,96.566,96.566,96.461,96.461,96.461,94.276,94.276,94.276,94.276,94.276,94.343,94.343,94.343,94.344,94.344,94.344,94.344,94.344,94.344,94.368,94.368,94.368,94.368,94.368,94.368,94.368,94.39,94.39,94.39,94.459,94.459,94.459,94.459,94.459,94.405,94.417,94.417,94.417,94.417,94.417,94.417,94.417,94.408,94.408,94.408,94.647,94.647,94.647,94.647,94.647,94.657,94.657,94.657,94.553,94.553,94.553,94.553,94.553,94.562,94.562,94.562
2002-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8,112.8,111.7,112.7,112.7,112.7,112.7,113.0,113.0,113.0,114.3,114.3,114.3,114.3,114.3,114.3,114.2,114.2,114.2,114.5,114.5,114.5,114.471,114.471,114.442,114.355,114.355,114.745,114.745,114.745,114.745,114.745,114.687,114.665,114.665,114.666,114.666,114.666,114.666,114.666,114.633,114.626,114.626,114.626,114.626,114.626,114.626,114.626,114.626,114.626,114.626,115.008,115.008,115.008,115.008,115.008,115.008,115.008,115.008,96.437,96.437,96.437,96.437,96.437,96.437,96.437,96.437,96.432,96.432,96.432,96.432,96.432,96.432,96.432,96.432,96.432,96.432,96.432,96.432,96.432,96.36,96.36,96.36,93.937,93.937,93.937,93.937,93.937,94.009,94.009,94.009,94.009,94.009,94.009,94.009,94.009,94.011,94.035,94.035,94.035,94.035,94.035,94.035,94.035,94.057,94.057,94.057,94.125,94.125,94.125,94.125,94.125,94.053,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.113,94.113,94.113,94.354,94.354,94.354,94.354,94.354,94.361,94.361,94.361,94.257,94.257,94.257,94.257,94.257,94.265,94.265,94.265
2003-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6,112.8,112.8,112.4,112.7,113.1,113.1,113.1,114.7,114.7,114.7,114.7,114.7,114.7,114.7,114.6,114.6,114.9,114.9,114.9,114.9,114.9,114.894,114.894,114.894,115.085,115.085,115.085,115.085,115.085,115.127,115.157,115.157,115.159,115.159,115.159,115.159,115.159,115.159,115.065,115.065,115.065,115.065,115.065,115.065,115.065,115.065,115.065,115.065,115.707,115.707,115.707,115.707,115.707,115.707,115.707,115.707,96.998,96.998,96.998,96.998,96.998,96.998,96.998,96.998,97.003,97.003,97.003,97.003,97.003,97.003,97.003,97.003,97.003,97.003,97.003,97.003,97.003,96.889,96.889,96.889,93.586,93.586,93.586,93.586,93.586,93.651,93.651,93.651,93.652,93.652,93.652,93.652,93.652,93.654,93.679,93.679,93.679,93.679,93.679,93.679,93.679,93.699,93.699,93.699,93.768,93.768,93.768,93.768,93.768,93.731,93.755,93.755,93.755,93.755,93.755,93.755,93.755,93.764,93.764,93.764,93.984,93.984,93.984,93.984,93.984,93.975,93.975,93.975,93.874,93.874,93.874,93.874,93.874,93.891,93.891,93.891
