observation_date,A006RD3Q086SBEA_20130228,A006RD3Q086SBEA_20130328,A006RD3Q086SBEA_20130426,A006RD3Q086SBEA_20130530,A006RD3Q086SBEA_20130626,A006RD3Q086SBEA_20130731,A006RD3Q086SBEA_20140110,A006RD3Q086SBEA_20140130,A006RD3Q086SBEA_20140228,A006RD3Q086SBEA_20140327,A006RD3Q086SBEA_20140430,A006RD3Q086SBEA_20140529,A006RD3Q086SBEA_20140625,A006RD3Q086SBEA_20140730,A006RD3Q086SBEA_20140828,A006RD3Q086SBEA_20140926,A006RD3Q086SBEA_20141030,A006RD3Q086SBEA_20141125,A006RD3Q086SBEA_20141223,A006RD3Q086SBEA_20150130,A006RD3Q086SBEA_20150227,A006RD3Q086SBEA_20150327,A006RD3Q086SBEA_20150429,A006RD3Q086SBEA_20150529,A006RD3Q086SBEA_20150624,A006RD3Q086SBEA_20150730,A006RD3Q086SBEA_20150827,A006RD3Q086SBEA_20150925,A006RD3Q086SBEA_20151029,A006RD3Q086SBEA_20151124,A006RD3Q086SBEA_20151222,A006RD3Q086SBEA_20160129,A006RD3Q086SBEA_20160226,A006RD3Q086SBEA_20160325,A006RD3Q086SBEA_20160428,A006RD3Q086SBEA_20160527,A006RD3Q086SBEA_20160628,A006RD3Q086SBEA_20160729,A006RD3Q086SBEA_20160826,A006RD3Q086SBEA_20160929,A006RD3Q086SBEA_20161028,A006RD3Q086SBEA_20161129,A006RD3Q086SBEA_20170127,A006RD3Q086SBEA_20170228,A006RD3Q086SBEA_20170330,A006RD3Q086SBEA_20170428,A006RD3Q086SBEA_20170526,A006RD3Q086SBEA_20170629,A006RD3Q086SBEA_20170728,A006RD3Q086SBEA_20170830,A006RD3Q086SBEA_20170928,A006RD3Q086SBEA_20171027,A006RD3Q086SBEA_20171129,A006RD3Q086SBEA_20171221,A006RD3Q086SBEA_20180126,A006RD3Q086SBEA_20180228,A006RD3Q086SBEA_20180328,A006RD3Q086SBEA_20180427,A006RD3Q086SBEA_20180530,A006RD3Q086SBEA_20180628,A006RD3Q086SBEA_20180727,A006RD3Q086SBEA_20180829,A006RD3Q086SBEA_20180927,A006RD3Q086SBEA_20181026,A006RD3Q086SBEA_20181128,A006RD3Q086SBEA_20181221,A006RD3Q086SBEA_20190228,A006RD3Q086SBEA_20190328,A006RD3Q086SBEA_20190426,A006RD3Q086SBEA_20190530,A006RD3Q086SBEA_20190627,A006RD3Q086SBEA_20190726,A006RD3Q086SBEA_20190829,A006RD3Q086SBEA_20190926,A006RD3Q086SBEA_20191030,A006RD3Q086SBEA_20191127,A006RD3Q086SBEA_20191220,A006RD3Q086SBEA_20200130,A006RD3Q086SBEA_20200227,A006RD3Q086SBEA_20200326,A006RD3Q086SBEA_20200429,A006RD3Q086SBEA_20200528,A006RD3Q086SBEA_20200625,A006RD3Q086SBEA_20200730
1960-01-01,26.952,26.952,26.952,26.952,26.952,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.242,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724,24.724
1960-04-01,26.824,26.824,26.824,26.824,26.824,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.134,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615,24.615
1960-07-01,26.649,26.649,26.649,26.649,26.649,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,23.995,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473,24.473
1960-10-01,26.316,26.316,26.316,26.316,26.316,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,23.733,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204,24.204
1961-01-01,26.483,26.483,26.483,26.483,26.483,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,23.867,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342,24.342
1961-04-01,26.562,26.562,26.562,26.562,26.562,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411,24.411
1961-07-01,26.642,26.642,26.642,26.642,26.642,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.006,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484,24.484
1961-10-01,26.801,26.801,26.801,26.801,26.801,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.139,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619,24.619
1962-01-01,26.835,26.835,26.835,26.835,26.835,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.172,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652
1962-04-01,26.651,26.651,26.651,26.651,26.651,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.024,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501,24.501
1962-07-01,26.595,26.595,26.595,26.595,26.595,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,23.978,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454,24.454
1962-10-01,26.493,26.493,26.493,26.493,26.493,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,23.898,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372,24.372
1963-01-01,26.419,26.419,26.419,26.419,26.419,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,23.831,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305,24.305
1963-04-01,26.526,26.526,26.526,26.526,26.526,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,23.919,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395,24.395
1963-07-01,26.474,26.474,26.474,26.474,26.474,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356,24.356
1963-10-01,26.816,26.816,26.816,26.816,26.816,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.176,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657,24.657
1964-01-01,26.618,26.618,26.618,26.618,26.618,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.018,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496
1964-04-01,26.718,26.718,26.718,26.718,26.718,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.116,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594,24.594
1964-07-01,26.587,26.587,26.587,26.587,26.587,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.015,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492,24.492
1964-10-01,26.917,26.917,26.917,26.917,26.917,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.286,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769
1965-01-01,27.056,27.056,27.056,27.056,27.056,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886,24.886
1965-04-01,27.095,27.095,27.095,27.095,27.095,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.434,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921,24.921
1965-07-01,27.02,27.02,27.02,27.02,27.02,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.391,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875,24.875
1965-10-01,27.375,27.375,27.375,27.375,27.375,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,24.694,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185,25.185
1966-01-01,27.303,27.303,27.303,27.303,27.303,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,24.653,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144,25.144
1966-04-01,27.589,27.589,27.589,27.589,27.589,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,24.903,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398,25.398
1966-07-01,27.753,27.753,27.753,27.753,27.753,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.034,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532,25.532
1966-10-01,28.15,28.15,28.15,28.15,28.15,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.351,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855,25.855
1967-01-01,28.214,28.214,28.214,28.214,28.214,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.446,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952,25.952
1967-04-01,28.187,28.187,28.187,28.187,28.187,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.419,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924,25.924
1967-07-01,28.468,28.468,28.468,28.468,28.468,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,25.654,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164,26.164
1967-10-01,28.818,28.818,28.818,28.818,28.818,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475,26.475
1968-01-01,29.119,29.119,29.119,29.119,29.119,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.248,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769,26.769
1968-04-01,29.257,29.257,29.257,29.257,29.257,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.386,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91,26.91
1968-07-01,29.457,29.457,29.457,29.457,29.457,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,26.569,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097,27.097
1968-10-01,30.12,30.12,30.12,30.12,30.12,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68
